file,phonemes
ciallmhar.wav,ˈ c ia l̻ˠ vˠ ə ɾˠ
smear.wav,ˈ sˠ mʲ a ɾˠ
meirdreach.wav,ˈ mʲ eː ɾˠ dʲ ɾʲ a h
Bíobla.wav,ˈ bʲ iː bˠ l̻ˠ ə
croí.wav,ˈ k ɾˠ iː
blocvóta.wav,ˈ bˠ l̻ˠ o k vʲ o t̪ˠ ə
leideoir.wav,ˈ l̻ʲ e dʲ o ɾʲ
breabhaid.wav,bʲ ɾʲ oː dʲ
can.wav,ˈ k a n̻ˠ
caidhtí.wav,k ai tʲ iː
déthaobhach.wav,ˈ dʲ eː h iː vˠ ə h
iarscríbhinn.wav,ia ɾˠ ʃ c ɾʲ iː vʲ i n̻ʲ
fochéimí.wav,ˈ fˠ o ˈ ç eː mʲ iː
scúp.wav,ˈ sˠ k uː pˠ
cuardaitheoir.wav,ˈ k u a ɾˠ d̪ˠ i hʲ o ɾʲ
luacháil.wav,ˈ l̻ˠ ua h a lʲ
ráigiúil.wav,ˈ ɾˠ aː ɟ uː lʲ
réamhfhocal.wav,ˈ ɾˠ eː ˈ vˠ o k ə l̻ˠ
aorthóir.wav,ˈ iː ɾˠ h o ɾʲ
cothromóir.wav,k a h ɾˠ ə mˠ o ɾʲ
landair.wav,ˈ l̻ˠ a n̻ˠ d̪ˠ ə ɾʲ
snáth.wav,ˈ sˠ n̻ˠ aː h
moilleadóireacht.wav,ˈ mˠ o l̻ʲ ə d̪ˠ o ɾʲ a x t̪ˠ
boilscithe.wav,bˠ o lʲ ʃ c iː
bithleigheas.wav,bʲ i hʲ lʲ eː ə sˠ
cluastriail.wav,k l̻ˠ ua ʃ tʲ ɾʲ ia lʲ
frithbhuail.wav,fʲ ɾʲ i hʲ vʲ ua lʲ
uaineoil.wav,ˈ ua nʲ o lʲ
liúiteadóir.wav,ˈ l̻ʲ uː tʲ ə d̪ˠ o ɾʲ
traidisiúnta.wav,ˈ t̪ˠ ɾˠ a dʲ i ʃ u n̻ˠ t̪ˠ ə
Bantúis.wav,ˈ bˠ a n̻ˠ ˈ t̪ˠ uː ʃ
pras.wav,ˈ pˠ ɾˠ a sˠ
céatadáin.wav,ˈ c eː t̪ˠ ə d̪ˠ aː nʲ
dólásach.wav,ˈ d̪ˠ oː ˈ l̻ˠ aː sˠ a h
scroid.wav,ˈ sˠ k ɾˠ o dʲ
monarú.wav,ˈ mˠ o n̻ˠ ə ɾˠ uː
boghtach.wav,bˠ eː t̪ˠ a h
tranglam.wav,ˈ t̪ˠ ɾˠ a ŋ l̻ˠ ə mˠ
sindeacáiteach.wav,ʃ i nʲ dʲ ə k aː tʲ a h
lúbtha.wav,ˈ l̻ˠ uː bˠ h ə
ráib.wav,ˈ ɾˠ aː bʲ
dola.wav,ˈ d̪ˠ o l̻ˠ ə
facs.wav,ˈ fˠ a k sˠ
tagarmharcáil.wav,ˈ t̪ˠ a ɡ ə ɾˠ vˠ ə ɾˠ k aː lʲ
leathbheo.wav,ˈ l̻ʲ a ˈ vʲ oː
sailtír.wav,sˠ a lʲ tʲ iː ɾʲ
faill.wav,ˈ fˠ a l̻ʲ
géarintinneach.wav,ɟ eː ɾʲ i nʲ tʲ i n̻ʲ a h
broit.wav,bˠ ɾˠ o tʲ
cuasár.wav,k ua sˠ a ɾˠ
lánghlórach.wav,ˈ l̻ˠ aː n̻ˠ ˈ ɣ l̻ˠ oː ɾˠ a h
rótar.wav,ɾˠ oː t̪ˠ ə ɾˠ
díscaoil.wav,ˈ dʲ iː sˠ k iː lʲ
mothú.wav,ˈ mˠ o h uː
deiridh.wav,ˈ dʲ e ɾʲ iː
tuiseal.wav,ˈ t̪ˠ i ʃ ə l̻ˠ
fungas.wav,ˈ fˠ u ŋ ɡ ə sˠ
gíoglach.wav,ɟ iː ɡ l̻ˠ a h
Mainicéasaíoch.wav,ˈ mˠ a nʲ ə c eː sˠ iˑə h
léirsigh.wav,ˈ l̻ʲ eː ɾʲ ˈ ʃ ai
aimhrialtacht.wav,ˈ a vʲ ɾˠ ia l̻ˠ t̪ˠ a x t̪ˠ
anamchara.wav,ˈ a n̻ˠ ə mˠ ˈ x a ɾˠ ə
fabhalscéal.wav,ˈ fˠ oː lʲ ʃ c eː l̻ˠ
neamhréireach.wav,ˈ nʲ au ˈ ɾˠ eː ɾʲ a h
colúnaí.wav,ˈ k o l̻ˠ u n̻ˠ iː
cromtha.wav,k ɾˠ o m̥ˠ ə
áititheach.wav,ˈ aː tʲ i h a h
léirmheas.wav,ˈ l̻ʲ eː ɾʲ vʲ a sˠ
cluanach.wav,ˈ k l̻ˠ ua n̻ˠ a h
mainistreach.wav,mˠ a nʲ i ʃ tʲ ɾʲ a h
dúnmharú.wav,ˈ d̪ˠ uː n̻ˠ ˈ vˠ a ɾˠ uː
ullmhúchán.wav,ˈ u l̻ˠ ə vˠ u h a n̻ˠ
baineannach.wav,ˈ bˠ a n̻ʲ ə n̻ˠ a h
dreidire.wav,ˈ dʲ ɾʲ e dʲ ə ɾʲ ə
lána.wav,ˈ l̻ˠ aː n̻ˠ ə
breoiteacht.wav,ˈ bʲ ɾʲ oː tʲ a x t̪ˠ
gníomhaíochta.wav,ˈ ɟ nʲ iː vˠ iˑə ɾˠ t̪ˠ ə
asúigh.wav,a sˠ u j
príomhoifigeach.wav,ˈ pʲ ɾʲ iː ˈ vˠ o fʲ ə ɟ a h
nia.wav,ˈ n̻ʲ iˑə
goraille.wav,ˈ ɡ o ɾˠ i l̻ʲ ə
leathphionta.wav,ˈ l̻ʲ a ˈ fʲ i n̻ˠ t̪ˠ ə
cianoideachas.wav,ˈ c iˑə ˈ n̻ˠ o dʲ a h ə sˠ
leoicéime.wav,ˈ l̻ʲ oː c e mʲ ə
gnáthdhuine.wav,ˈ ɡ ɾˠ aː ɣ i nʲ ə
imdháileadh.wav,ˈ i mʲ ˈ ɣ aː lʲ uː
acadamh.wav,ˈ a k ə d̪ˠ uː
cnó.wav,ˈ k ɾˠ oː
grianmhar.wav,ˈ ɟ ɾʲ ia n̻ˠ vˠ ə ɾˠ
uachtarúil.wav,ˈ ua x t̪ˠ ə ɾˠ u lʲ
trasna.wav,ˈ t̪ˠ ɾˠ a sˠ n̻ˠ ə
laom.wav,ˈ l̻ˠ iː mˠ
maitrís.wav,mˠ a tʲ ɾʲ iː ʃ
aithleá.wav,ai ç lʲ aː
dreasú.wav,ˈ dʲ ɾʲ a sˠ u
marcaíocht.wav,ˈ mˠ a ɾˠ k iː a x t̪ˠ
deilín.wav,ˈ dʲ e lʲ iː nʲ
árach.wav,ˈ aː ɾˠ a h
riaráiste.wav,ˈ ɾˠ ia ɾˠ a ʃ tʲ ə
sionnach.wav,ˈ ʃ i n̻ˠ a h
cochall.wav,ˈ k a h ə l̻ˠ
crochán.wav,k ɾˠ o h a n̻ˠ
roctha.wav,ɾˠ o k ə
buiséadaithe.wav,ˈ bˠ i ʃ eː d̪ˠ ə h ə
longlann.wav,ˈ l̻ˠ o ŋ l̻ˠ ə n̻ˠ
seánra.wav,ˈ ʃ aː n̻ˠ ɾˠ ə
cumaisc.wav,ˈ k u mˠ ə ʃ c
athshú.wav,a h h uː
boilgearnach.wav,ˈ bˠ o lʲ ə ɟ ə ɾˠ n̻ˠ a h
áiritheoir.wav,ˈ aː ɾʲ ə h o ɾʲ
réalteolaí.wav,ɾʲ eː lʲ tʲ oː l̻ˠ iː
míriar.wav,ˈ mʲ iː ˈ ɾˠ ia ɾˠ
neamhfhiúntas.wav,nʲ au uː n̻ˠ t̪ˠ ə sˠ
coirníneach.wav,k o ɾˠ nʲ iː nʲ a h
corraí.wav,ˈ k o ɾˠ iː
deilgneach.wav,ˈ dʲ e lʲ ə ɟ nʲ a h
caintic.wav,ˈ k a n̻ʲ tʲ ə c
dlúthcheangal.wav,ˈ d̪ˠ l̻ˠ uː ˈ ç a ŋ ɡ ə l̻ˠ
naoú.wav,ˈ n̻ˠ iː uː
ilsiamsa.wav,ˈ i lʲ ˈ ʃ ia mˠ sˠ ə
creidimh.wav,ˈ c ɾʲ e dʲ i vʲ
déirc.wav,ˈ dʲ eː ɾʲ c
spéaclaí.wav,ˈ sˠ pʲ eː k l̻ˠ iː
grósaeireacht.wav,ˈ ɡ ɾˠ oː sˠ e ɾʲ a x t̪ˠ
príomhchigire.wav,ˈ pʲ ɾʲ iː vˠ ˈ ç i ɟ ə ɾʲ ə
portáin.wav,pˠ a ɾˠ t̪ˠ a nʲ
brú.wav,ˈ bˠ ɾˠ uː
substainteach.wav,ˈ sˠ u bˠ sˠ t̪ˠ ə n̻ʲ tʲ a h
thar.wav,ˈ h a ɾˠ
tochaltóir.wav,ˈ t̪ˠ a h ə l̻ˠ t̪ˠ o ɾʲ
comharaíocht.wav,k oː ɾˠ ia h t̪ˠ
treoraigh.wav,ˈ tʲ ɾʲ oː ɾˠ iː
dáiríreacht.wav,ˈ d̪ˠ aː ɾʲ i ɾʲ a x t̪ˠ
imdhíonach.wav,i mʲ j iː n̻ˠ a h
cuidithe.wav,ˈ k i dʲ ə h ə
neamhspéis.wav,nʲ au ʃ pʲ e ʃ
aimpligh.wav,ˈ a mʲ pʲ lʲ iː
sais.wav,ˈ sˠ a ʃ
aicsím.wav,ˈ a c ʃ i mʲ
conarthach.wav,ˈ k o n̻ˠ ə ɾˠ h ə h
staróg.wav,ˈ sˠ t̪ˠ a ɾˠ o ɡ
tiomsaitheoir.wav,tʲ i mˠ sˠ ai ç o ɾʲ
reo.wav,ˈ ɾˠ oː
forcáil.wav,fˠ a ɾˠ k a lʲ
ardchéimiúil.wav,aː ɾˠ dʲ ç eː mʲ uː lʲ
curra.wav,ˈ k u ɾˠ ə
oirthuaisceart.wav,ˈ o ɾʲ h ua ʃ c ə ɾˠ t̪ˠ
cumaiscthe.wav,ˈ k u mˠ ə ʃ c h ə
códú.wav,ˈ k oː d̪ˠ uː
streabhóigín.wav,ˈ sˠ t̪ˠ ɾˠ au o ɟ iː nʲ
céimseach.wav,ˈ c eː mʲ ʃ a h
discréid.wav,ˈ dʲ i ʃ c ɾʲ e dʲ
amfataimín.wav,a mˠ fˠ ə t̪ˠ ə mʲ iː nʲ
fair.wav,ˈ fˠ a ɾʲ
cibearspás.wav,ˈ c i bʲ ə ɾˠ sˠ pˠ aː sˠ
caiticeasmóir.wav,k a tʲ i c ə sˠ mˠ o ɾʲ
olann.wav,ˈ o l̻ˠ ə n̻ˠ
buirnéad.wav,bˠ i ɾˠ nʲ a d̪ˠ
alcaile.wav,o l̻ˠ k ə lʲ ə
giúmaráil.wav,ˈ ɟ uː mˠ ə ɾˠ a lʲ
caschoill.wav,ˈ k a sˠ h ə l̻ʲ
síobshiúil.wav,ʃ iː bʲ ç uː lʲ
beannacht.wav,ˈ bʲ a n̻ˠ a x t̪ˠ
díoscánach.wav,ˈ dʲ iː sˠ k a n̻ˠ a h
beithinseach.wav,bʲ ai ç i nʲ ʃ a h
eochairfhocal.wav,ˈ o x ə ˈ ɾʲ o k ə l̻ˠ
rap.wav,ˈ ɾˠ a pˠ
dúshlánach.wav,ˈ d̪ˠ uː l̻̊ˠ a n̻ˠ a h
bodhraigh.wav,ˈ bˠ au ɾˠ iː
comóir.wav,ˈ k o mˠ o ɾʲ
tomhaisteacht.wav,t̪ˠ oː ʃ tʲ a ɾˠ t̪ˠ
amhránaíochta.wav,au ɾˠ aː n̻ˠ ia h t̪ˠ ə
clabaire.wav,k l̻ˠ a bˠ ə ɾʲ ə
neamhleithleach.wav,nʲ au lʲ ai ç lʲ a h
caoin.wav,ˈ k iː nʲ
troid.wav,ˈ t̪ˠ ɾˠ o dʲ
marmair.wav,ˈ mˠ a ɾˠ ə mˠ ə ɾʲ
aisairgead.wav,a ʃ ə ɾʲ ə ɟ ə d̪ˠ
cosantóir.wav,ˈ k o sˠ ə n̻ˠ t̪ˠ o ɾʲ
r-phost.wav,aː ɾˠ fˠ ə sˠ t̪ˠ
scafa.wav,ˈ sˠ k a fˠ ə
chun.wav,ˈ x u n̻ˠ
rudaí.wav,ˈ ɾˠ u d̪ˠ iː
preibindire.wav,ˈ pʲ ɾʲ e bʲ ə nʲ dʲ ə ɾʲ ə
spúinseach.wav,sˠ pˠ uː nʲ ʃ a h
gráinseáil.wav,ɡ ɾˠ aː nʲ ʃ a lʲ
ticéadú.wav,ˈ tʲ i c eː d̪ˠ uː
tiúba.wav,tʲ uː bˠ ə
deilt.wav,ˈ dʲ e l̻ʲ tʲ
ollfhoirfe.wav,a l̻ˠ ə ɾʲ ə fʲ ə
briogún.wav,ˈ bʲ ɾʲ i ɡ u n̻ˠ
athshealbhaigh.wav,a hʲ ç ə l̻ˠ ə vˠ iː
crúibíneach.wav,k ɾˠ uː bʲ iː nʲ a h
fuaime.wav,ˈ fˠ uˑə mʲ ə
homafón.wav,h o mˠ ə fˠ o n̻ˠ
breicne.wav,bʲ ɾʲ e c nʲ ə
lútálaí.wav,ˈ l̻ˠ uː t̪ˠ a l̻ˠ iː
deabhóideach.wav,ˈ dʲ au vˠ o dʲ a h
fadcheannach.wav,ˈ fˠ a d̪ˠ ˈ ç a n̻ˠ a h
dímheas.wav,ˈ dʲ iː vʲ a sˠ
gealgháireach.wav,ˈ ɟ a l̻ˠ ˈ ɣ aː ɾʲ a h
míshocracht.wav,ˈ mʲ iː ˈ h o k ɾˠ a x t̪ˠ
suntas.wav,ˈ sˠ u n̻ˠ t̪ˠ ə sˠ
foraoiseacht.wav,ˈ fˠ o ɾˠ ˈ iː ʃ a x t̪ˠ
suas.wav,ˈ sˠ ua sˠ
sceir.wav,ˈ ʃ c e ɾʲ
caointeoir.wav,ˈ k iː n̻ʲ tʲ o ɾʲ
caidreamh.wav,ˈ k a dʲ ɾʲ uː
aigéadaigh.wav,ˈ a ɟ eː d̪ˠ iː
catagóiriú.wav,k a t̪ˠ ə ɡ oː ɾʲ uː
dícháiliú.wav,dʲ iː ç aː lʲ uː
scannánú.wav,sˠ k a n̻ˠ aː n̻ˠ uː
lacáiste.wav,ˈ l̻ˠ a k a ʃ tʲ ə
pianódóir.wav,ˈ pʲ i a n̻ˠ o d̪ˠ o ɾʲ
cineachta.wav,c i nʲ ə ɾˠ t̪ˠ ə
Chéad.wav,ˈ ç eː d̪ˠ
pocáil.wav,ˈ pˠ o k a lʲ
seadánach.wav,ʃ a d̪ˠ aː n̻ˠ a h
cuilnimh.wav,k i lʲ nʲ i vʲ
Páras.wav,ˈ pˠ aː ɾˠ ə sˠ
seict.wav,ˈ ʃ e c tʲ
clamhsánaí.wav,k l̻ˠ au sˠ aː n̻ˠ iː
bambú.wav,ˈ bˠ a mˠ bˠ uː
poitéinseal.wav,ˈ pˠ o tʲ eː nʲ ʃ ə l̻ˠ
úrnuacht.wav,ˈ uː ɾˠ n̻ˠ ua x t̪ˠ
Spáinn-Mheiriceánach.wav,ˈ sˠ pˠ aː n̻ʲ ˈ vʲ e ɾʲ ə c aː n̻ˠ ə h
salanda.wav,ˈ sˠ o l̻ˠ ə n̻ˠ d̪ˠ ə
cioróis.wav,ˈ c i ɾˠ o ʃ
cainéil.wav,k a nʲ e lʲ
bréagadóir.wav,ˈ bʲ ɾʲ eː ɡ ə d̪ˠ o ɾʲ
geallbhróicéir.wav,ɟ a l̻ˠ ə vˠ ɾˠ oː c e ɾʲ
píobaithe.wav,ˈ pʲ iː bˠ ə h ə
dallta.wav,ˈ d̪ˠ a l̻ˠ t̪ˠ ə
aníos.wav,ə ˈ nʲ iː sˠ
sreabhadh.wav,ˈ ʃ ɾʲ au ɣ
searmanais.wav,ʃ a ɾˠ ə mˠ ə n̻ˠ ə ʃ
damhsóir.wav,ˈ d̪ˠ au sˠ o ɾʲ
bodach.wav,ˈ bˠ o d̪ˠ a h
closamhairc.wav,ˈ k l̻ˠ a sˠ ˈ au ɾʲ c
ceirtleáil.wav,c e ɾˠ tʲ lʲ a lʲ
iontonú.wav,i n̻ˠ t̪ˠ ə n̻ˠ uː
agar.wav,a ɡ ə ɾˠ
dathúchán.wav,d̪ˠ a h uː h a n̻ˠ
traisnín.wav,t̪ˠ ɾˠ a ʃ nʲ iː nʲ
sreangú.wav,ˈ ʃ ɾʲ a ŋ uː
gaothuirlis.wav,ɡ iː h ə ɾˠ lʲ i ʃ
méadaithe.wav,mʲ eː d̪ˠ iː
comhaireamh.wav,ˈ k oː ɾʲ uː
bórás.wav,bˠ oː ɾˠ a sˠ
paisean.wav,ˈ pˠ a ʃ ə n̻ˠ
céaslóir.wav,c eː sˠ l̻ˠ o ɾʲ
juncaed.wav,ʤ u ŋ k e d̪ˠ
gimide.wav,ɟ i mʲ i dʲ ə
treascair.wav,ˈ tʲ ɾʲ a sˠ k ə ɾʲ
éachtach.wav,ˈ eː x t̪ˠ a h
scall.wav,ˈ sˠ k o l̻ˠ
cuibhrithe.wav,ˈ k i vʲ ɾʲ ə h ə
fluaraiseach.wav,ˈ fˠ l̻ˠ ua ɾˠ ə ʃ a h
doicheallach.wav,ˈ d̪ˠ o hʲ ə l̻ˠ a h
mílítheach.wav,ˈ mʲ iː lʲ i hʲ a h
sainaicme.wav,sˠ a nʲ ə c mʲ ə
cleimintín.wav,c lʲ e mʲ i nʲ tʲ iː nʲ
comhchuingeach.wav,k oː h ə ɲ a h
eispéireas.wav,e ʃ pʲ eː ɾʲ ə sˠ
Tiorólach.wav,ˈ tʲ i ɾˠ o l̻ˠ ə h
míbhuntáiste.wav,ˈ mʲ iː vˠ u n̻ˠ t̪ˠ a ʃ tʲ ə
madragal.wav,ˈ mˠ a d̪ˠ ɾˠ ə ɡ ə l̻ˠ
athchur.wav,ˈ a x u ɾˠ
athdhéan.wav,ˈ a ˈ j eː n̻ˠ
neamhchlaon.wav,nʲ au h l̻ˠ iː n̻ˠ
drumadóireacht.wav,d̪ˠ ɾˠ u mˠ ə d̪ˠ oː ɾʲ a ɾˠ t̪ˠ
stacán.wav,ˈ sˠ t̪ˠ a k a n̻ˠ
círíneach.wav,ˈ c iː ɾʲ i nʲ a h
crostagartha.wav,k ɾˠ a sˠ t̪ˠ ə ɡ ə ɾ̥ˠ ə
fairsingithe.wav,fˠ a ɾˠ ʃ i ɲ iː
bolgtha.wav,bˠ a l̻ˠ k ə
mil.wav,ˈ mʲ i lʲ
díograis.wav,ˈ dʲ iː ɡ ɾˠ ə ʃ
agus.wav,ˈ ə ɡ ə sˠ
dofheicthe.wav,ˈ d̪ˠ o ˈ e c ə
dúire.wav,ˈ d̪ˠ uː ɾʲ ə
cleasach.wav,ˈ c lʲ a sˠ a h
lastóir.wav,ˈ l̻ˠ a sˠ t̪ˠ o ɾʲ
prealáideacht.wav,pʲ ɾʲ a l̻ˠ aː dʲ a ɾˠ t̪ˠ
líonraithe.wav,ˈ l̻ʲ iː n̻ˠ ɾˠ ə h ə
sreabhán.wav,sˠ ɾˠ oː a n̻ˠ
trédhearcach.wav,ˈ tʲ ɾʲ eː j a ɾˠ k a h
éarlais.wav,ˈ eː ɾˠ l̻ˠ ə ʃ
briseadh.wav,ˈ bʲ ɾʲ i ʃ uː
feitheoir.wav,ˈ fʲ ai hʲ o ɾʲ
sciorta.wav,ˈ ʃ c i ɾˠ t̪ˠ ə
brúta.wav,ˈ bˠ ɾˠ uː t̪ˠ ə
lánscála.wav,ˈ l̻ˠ aː n̻ˠ ˈ sˠ k aː l̻ˠ ə
tiarna.wav,ˈ tʲ ia ɾˠ n̻ˠ ə
fichille.wav,ˈ fʲ i ç ə l̻ʲ ə
fiúigil.wav,ˈ fʲ uː ɟ ə lʲ
cleite.wav,ˈ c lʲ e tʲ ə
fógartha.wav,ˈ fˠ oː ɡ ə ɾˠ h ə
léirigh.wav,ˈ l̻ʲ eː ɾʲ iː
leibide.wav,ˈ l̻ʲ e bʲ ə dʲ ə
cniogóg.wav,ˈ c nʲ i ɡ o ɡ
sobalchlár.wav,ˈ sˠ o ˈ bˠ a l̻ˠ ə x l̻ˠ aː ɾˠ
fantaiseach.wav,ˈ fˠ a n̻ˠ t̪ˠ ə ʃ ə h
páirteach.wav,ˈ pˠ aː ɾˠ tʲ a h
feabhsúchán.wav,ˈ fˠ au sˠ uː h aː n̻ˠ
athbhreithnithe.wav,ˈ a ˈ vʲ ɾʲ e n̥ʲ ə h ə
comhfhocal.wav,ˈ k oː ˈ o k ə l̻ˠ
banoidhre.wav,bˠ a n̻ˠ eː ɾʲ ə
uaigh.wav,ˈ ua j
buaiteoir.wav,ˈ bˠ ua tʲ o ɾʲ
coibhneas.wav,ˈ k o vʲ nʲ ə sˠ
acainít.wav,a k ə nʲ iː tʲ
artaireach.wav,ˈ a ɾˠ t̪ˠ ə ɾʲ a h
iomráiteach.wav,ˌ i mˠ ˈ ɾˠ aː tʲ a h
réasúntacht.wav,ɾʲ eː sˠ uː n̻ˠ t̪ˠ a ɾˠ t̪ˠ
conamar.wav,ˈ k o n̻ˠ ə mˠ ə ɾˠ
barrleasaigh.wav,bˠ a ɾʲ lʲ ə sˠ iː
Iosraelach.wav,ˈ i sˠ ɾˠ eː l̻ˠ ə h
dochloíte.wav,ˈ d̪ˠ o h ˈ x l̻ˠ i tʲ ə
fuin.wav,ˈ fˠ i nʲ
meadaracht.wav,ˈ mʲ a d̪ˠ ə ɾˠ a x t̪ˠ
díluacháil.wav,ˈ dʲ iː l̻ˠ ua h a lʲ
búireach.wav,ˈ bˠ uː ɾʲ a h
cros-síolraigh.wav,ˈ k ɾˠ o ˈ ʃ iː l̻ˠ ɾˠ iː
grianghrafadóir.wav,ˈ ɟ ɾʲ ia n̻ˠ ɣ ɾˠ a fˠ ə d̪ˠ o ɾʲ
ceansaithe.wav,c a n̻ˠ sˠ iː
sifín.wav,ˈ ʃ i fʲ i nʲ
cianreathaí.wav,c ia nʲ ɾʲ ə h iː
físeán.wav,ˈ fʲ iː ˈ ʃ aː n̻ˠ
aerchóiriú.wav,ˈ eː ɾˠ ˈ x oː ɾʲ uː
optaic.wav,ˈ o pˠ t̪ˠ ə c
cuallacht.wav,ˈ k ua l̻ˠ a x t̪ˠ
cas-snáth.wav,ˈ k a ˈ sˠ n̻ˠ aː h
bráithre.wav,bˠ ɾˠ a ç ɾʲ ə
scríobán.wav,ˈ ʃ c ɾʲ iː bˠ a n̻ˠ
airigh.wav,ˈ a ɾʲ iː
tuilleamaí.wav,ˈ t̪ˠ i l̻ʲ ə mˠ iː
foréigneach.wav,ˈ fˠ o ˈ ɾˠ e ɟ nʲ a h
leaba.wav,ˈ l̻ʲ a bˠ iː
bándearg.wav,ˈ bˠ aː nʲ ˈ dʲ a ɾˠ ə ɡ
breáthaigh.wav,ˈ bʲ ɾʲ aː h iː
bábhún.wav,ˈ bˠ aː vˠ u n̻ˠ
fadharcán.wav,ˈ fˠ eː ɾˠ k a n̻ˠ
airm.wav,ˈ a ɾʲ ə mʲ
téagar.wav,ˈ tʲ eː ɡ ə ɾˠ
neamhfhreagrach.wav,ˈ n̻ʲ a vˠ ˈ ɾʲ a ɡ ɾˠ a h
glantach.wav,ˈ ɡ l̻ˠ a n̻ˠ ˈ t̪ˠ a h
collaigin.wav,k a l̻ˠ ə ɟ i nʲ
cur.wav,ˈ k u ɾˠ
piteog.wav,ˈ pʲ i tʲ o ɡ
tuaisceartach.wav,ˈ t̪ˠ ua ʃ c ə ɾˠ t̪ˠ a h
athchlóigh.wav,ˈ a ˈ x l̻ˠ oː j
tabharthóir.wav,ˈ t̪ˠ oː ɾˠ h o ɾʲ
lannach.wav,ˈ l̻ˠ a n̻ˠ a h
tarbhchomhraiceoir.wav,t̪ˠ a ɾˠ ə vˠ h oː ɾˠ ə c o ɾʲ
mínealaín.wav,ˈ mʲ iː ˈ n̻ʲ a l̻ˠ iː nʲ
múrmhaisiú.wav,ˈ mˠ uː ɾˠ vˠ ə ʃ uː
coipeadh.wav,ˈ k o pʲ uː
giorra.wav,ˈ ɟ i ɾˠ ə
leasinneall.wav,ˈ l̻ʲ a ˈ sˠ i n̻ʲ ə l̻ˠ
easurraim.wav,ˈ a sˠ u ɾˠ ə mʲ
fuarchroíoch.wav,fˠ ua ɾˠ h ɾˠ iː o h
freachnamh.wav,ˈ fʲ ɾʲ a h n̻ˠ uː
treo.wav,ˈ tʲ ɾʲ oː
athlasta.wav,a h l̻ˠ ə sˠ t̪ˠ ə
bithleighis.wav,ˈ bʲ i ˈ l̻ʲ e j ə ʃ
cantain.wav,ˈ k a n̻ˠ t̪ˠ ə nʲ
flaitheas.wav,ˈ fˠ l̻ˠ ai hʲ ə sˠ
cnead.wav,ˈ c ɾʲ a d̪ˠ
allas.wav,ˈ o l̻ˠ ə sˠ
breosla.wav,ˈ bʲ ɾʲ oː sˠ l̻ˠ ə
teocht.wav,ˈ tʲ oː ɾˠ t̪ˠ
smálaithe.wav,sˠ mˠ aː l̻ˠ iː
robáil.wav,ˈ ɾˠ o bˠ a lʲ
iompaigh.wav,ˈ i mˠ pˠ iː
cuarbhuille.wav,k ua ɾˠ vˠ ə l̻ʲ ə
bláthach.wav,ˈ bˠ l̻ˠ aː h a h
iatán.wav,ˈ ia t̪ˠ a n̻ˠ
imréiteach.wav,i mʲ ɾʲ eː tʲ a h
uirísliú.wav,ˈ i ɾʲ i ʃ lʲ uː
plánáil.wav,ˈ pˠ l̻ˠ aː n̻ˠ a lʲ
bráithreachas.wav,ˈ bˠ ɾˠ aː hʲ ɾʲ a h ə sˠ
gadhar.wav,ˈ ɡ ai ɾˠ
náisiúnach.wav,ˈ n̻ˠ aː ʃ u n̻ˠ a h
cocatú.wav,ˈ k o k ə t̪ˠ uː
neamhchúiseach.wav,ˈ nʲ au ˈ x uː ʃ a h
blocshliabh.wav,bˠ l̻ˠ o c ç lʲ ia vˠ
neamhdhíobhálach.wav,ˈ n̻ʲ a vˠ ˈ j iː vˠ a l̻ˠ a h
fáinnigh.wav,ˈ fˠ aː n̻ʲ iː
dlínse.wav,ˈ dʲ lʲ iː n̻ʲ ʃ ə
iomasach.wav,ˈ i mˠ ə sˠ a h
flainín.wav,ˈ fˠ l̻ˠ a nʲ i nʲ
ceallalóid.wav,ˈ c o l̻ˠ ə l̻ˠ o dʲ
stopallán.wav,ˈ sˠ t̪ˠ o pˠ ə l̻ˠ a n̻ˠ
giotáraí.wav,ˈ ɟ i t̪ˠ aː ɾˠ iː
cathaoir.wav,ˈ k a h i ɾʲ
toirniúil.wav,ˈ t̪ˠ oː ɾˠ nʲ u lʲ
scamallach.wav,ˈ sˠ k a mˠ ə l̻ˠ a h
cruatan.wav,ˈ k ɾˠ ua t̪ˠ ə n̻ˠ
suiteoireacht.wav,sˠ i tʲ oː ɾʲ a ɾˠ t̪ˠ
éileamh.wav,ˈ eː lʲ uː
dúchan.wav,ˈ d̪ˠ uː h ə n̻ˠ
éisteachta.wav,ˈ eː ʃ tʲ ə ɾˠ t̪ˠ ə
cáiséin.wav,k aː ʃ e nʲ
locar.wav,ˈ l̻ˠ o k ə ɾˠ
drugaí.wav,ˈ d̪ˠ ɾˠ u ɡ iː
fealsúnacht.wav,ˈ fʲ a l̻ˠ sˠ u n̻ˠ a x t̪ˠ
Preispitéireach.wav,ˈ pʲ ɾʲ e ʃ pʲ ə tʲ e ɾʲ a h
deoranta.wav,ˈ dʲ oː ɾˠ ə n̻ˠ t̪ˠ ə
antrasc.wav,ˈ a n̻ˠ t̪ˠ ɾˠ a sˠ k
baibín.wav,bˠ a bʲ iː nʲ
inaitheanta.wav,i nʲ ai ç ə n̻ˠ t̪ˠ ə
leannán.wav,ˈ l̻ʲ a n̻ˠ a n̻ˠ
Móhácach.wav,ˈ mˠ oː h aː k ə h
mionchúis.wav,mʲ i ŋ ə x u ʃ
bas.wav,ˈ bˠ a sˠ
béadánaí.wav,ˈ bʲ eː d̪ˠ aː n̻ˠ iː
