transcription,phoneme_sentence,audio_path
is féidir é seo a dhéanamh go héasca trí chlog aláraim réasúnta ciúin a úsáid chun tú a thabhairt chun comhfheasa gan tú a dhúiseacht go hiomlán,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈeː|ˈʃo|ə|ˈjeːn̻ˠuː|ˈɡə|hʲeːsˠkə|ˈtʲɾʲiː|xl̻ˠoɡ|ˈal̻ˠaːɾˠəmʲ|ˈɾˠeːsˠun̻ˠt̪ˠə|ˈcuːnʲ|ə|ˈuːsˠadʲ|ˈxun̻ˠ|ˈt̪ˠuː|ə|ˈhoːɾʲtʲ|ˈxun̻ˠ|koːəsˠə|ˈɡan̻ˠ|ˈt̪ˠuː|ə|ɣuːʃaɾˠt̪ˠ|ˈɡə|ˈhomˠl̻ˠan̻ˠ,train/334402598560438570.wav
tá al gore agus ginearál tommy franks ann ag gaotaireacht faoi na ceannlínte ab ansa leo i gcás gore ba é sin nuair a thuairiscigh the onion go raibh é féin agus tipper ag baint sult as an ngnéas is fearr dá raibh acu riamh tar éis dó teipeadh sa choláiste toghcháin in 2000,ˈt̪ˠaː|[UNK]|[UNK]|ˈəɡəsˠ|[UNK]|[UNK]|[UNK]|ˈən̻ˠ|ˈeɟ|ɡiːt̪ˠəɾʲaɾˠt̪ˠ|ˈfˠiː|ˈn̻ˠə|can̻ʲlʲiːnʲtʲə|abˠ|ˈan̻ˠsˠə|ˈlʲoː|ˈi|ɡaːsˠ|[UNK]|ˈbˠə|ˈeː|ˈʃinʲ|ˈn̻ˠuːɾʲ|ə|huaɾʲiʃciː|hʲe|[UNK]|ˈɡə|ˈɾˠoːvˠ|ˈeː|ˈheːnʲ|ˈəɡəsˠ|[UNK]|ˈeɟ|ˈbˠanʲtʲ|ˈsˠul̻ˠt̪ˠ|ˈasˠ|ˈən̻ˠ|ɲnʲeːsˠ|ˈisˠ|ˈfʲaːɾˠ|ˈd̪ˠaː|ˈɾˠoːvˠ|ˈakuː|ˈɾʲiavˠ|ˈt̪ˠaɾˠ|ˈeːʃ|ˈd̪ˠoː|tʲepʲuː|ˈsˠə|xal̻ˠaːʃtʲə|ˈt̪ˠauhan̻ʲ|ˈinʲ|[UNK],train/3345754895532860292.wav
tagann sé seo salach ar thuairiscí roimhe seo inar dúradh go sáródh sé an bunreacht an rith chun srutha a chealú,ˈt̪ˠaɡən̻ˠ|ˈʃeː|ˈʃo|ˈsˠol̻ˠah|ˈeɾʲ|huaɾʲiʃciː|ˈɾˠivʲə|ˈʃo|inʲəɾˠ|ˈd̪ˠuːɾˠuː|ˈɡə|sˠaːɾˠoxətʲ|ˈʃeː|ˈən̻ˠ|ˈbˠun̻ˠɾˠaxt̪ˠ|ˈən̻ˠ|ˈɾˠihʲ|ˈxun̻ˠ|sˠɾˠuhə|ə|çal̻ˠuː,train/3346865309628969179.wav
níl screamh ar féidir seasamh air ag an ngrian mar atá ag an domhan as gáis tine agus plasma amháin atá an ghrian déanta,ˈn̻ʲiːlʲ|ˈʃcɾʲaau|ˈeɾʲ|ˈfʲeːdʲəɾʲ|ˈʃasˠuː|ˈeɾʲ|ˈeɟ|ˈən̻ˠ|ɲɾʲian̻ˠ|mˠaɾˠ|əˈt̪ˠaː|ˈeɟ|ˈən̻ˠ|ˈd̪ˠaun̻ˠ|ˈasˠ|ˈɡaːʃ|ˈtʲinʲiː|ˈəɡəsˠ|ˈpˠl̻ˠasˠmˠə|əˈvˠaːnʲ|əˈt̪ˠaː|ˈən̻ˠ|ˈɣɾʲian̻ˠ|ˈdʲeːn̻ˠt̪ˠə,train/3355576911174524392.wav
is féidir le tosca nádúrtha teacht le chéile chun dálaí idéalacha a tháirgeadh ionas gur féidir leis na halgaí seo méadú as cuimse,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈlʲe|ˈt̪ˠosˠkə|ˈn̻ˠaːd̪ˠuɾˠhə|ˈtʲaxt̪ˠ|ˈlʲe|ˈçelʲə|ˈxun̻ˠ|ˈd̪ˠaːˈl̻ˠiː|idʲeːl̻ˠahə|ə|haːɾʲɟuː|ˈin̻ˠəsˠ|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|ˈlʲiʃ|ˈn̻ˠə|hol̻ˠəɡiː|ˈʃo|ˈmʲeːd̪ˠuː|ˈasˠ|ˈkimʲʃə,train/3361816812412986651.wav
thairg alexander mar rí íoc as an teampall a atógáil ach diúltaíodh dá thairiscint níos déanaí i ndiaidh bhás alexander atógadh an teampall in 323 rcr,haɾʲəɟ|[UNK]|mˠaɾˠ|ˈɾˠiː|ˈiːk|ˈasˠ|ˈən̻ˠ|ˈtʲamˠpˠəl̻ˠ|ə|ˈat̪ˠoɡaːlʲ|ˈah|dʲuːl̻ˠt̪ˠiːuː|ˈd̪ˠaː|haɾʲiʃcinʲtʲ|ˈnʲiːsˠ|ˈdʲeːn̻ˠiː|ˈi|ˈn̻ʲeːj|vˠaːsˠ|[UNK]|at̪ˠoːɡuː|ˈən̻ˠ|ˈtʲamˠpˠəl̻ˠ|ˈinʲ|[UNK]|[UNK],train/3362926229981576949.wav
déantar mias hangi a chócaráil i bpoll te sa talamh,dʲeːn̻ˠt̪ˠəɾˠ|ˈmʲiasˠ|[UNK]|ə|xoːkəɾˠalʲ|ˈi|ˈbˠol̻ˠ|ˈtʲe|ˈsˠə|ˈt̪ˠol̻ˠuː,train/3382591741630161074.wav
áitíonn chambers arb agnóisí é gur cás baoth atá ina chás dlí agus gur féidir le duine ar bith cás a thabhairt in éadan duine ar bith,aːtʲiːn̻ˠ|[UNK]|aɾˠəbˠ|ˈaɡn̻ˠoʃiː|ˈeː|ˈɡəɾˠ|ˈkaːsˠ|ˈbˠiː|əˈt̪ˠaː|ˈin̻ˠə|xaːsˠ|ˈdʲlʲiː|ˈəɡəsˠ|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|ˈlʲe|ˈd̪ˠinʲə|ˈeɾʲ|ˈbʲiː|ˈkaːsˠ|ə|ˈhoːɾʲtʲ|ˈinʲ|ˈeːd̪ˠən̻ˠ|ˈd̪ˠinʲə|ˈeɾʲ|ˈbʲiː,train/3383528223233017056.wav
is féidir cóimhiotail a bheith ann leis ina n-áirítear méideanna beag d'eilimintí neamh-mhiotalacha amhail carbón,ˈisˠ|ˈfʲeːdʲəɾʲ|koːvʲit̪ˠəlʲ|ə|ˈvʲehʲ|ˈən̻ˠ|ˈlʲiʃ|ˈin̻ˠə|[UNK]|mʲeːdʲən̻ˠə|ˈbʲoɡ|[UNK]|[UNK]|ˈaulʲ|ˈkaɾˠəbˠon̻ˠ,train/338589279578037516.wav
tá cuid mhaith de na scríbhneoirí i ndiaidh dul ar aghaidh agus tionchar mór a bheith acu ar chláir scigaithrise nuachta jon stewart agus stephen colbert,ˈt̪ˠaː|ˈkidʲ|ˈvˠaihʲ|ˈd̪ˠe|ˈn̻ˠə|ʃcɾʲiːvʲnʲoːɾʲiː|ˈi|ˈn̻ʲeːj|ˈd̪ˠul̻ˠ|ˈeɾʲ|ˈeːj|ˈəɡəsˠ|ˈtʲon̻ˠəhəɾˠ|ˈmˠoːɾˠ|ə|ˈvʲehʲ|ˈakuː|ˈeɾʲ|xl̻ˠaːɾʲ|ʃciɟaiçɾʲiʃə|ˈn̻ˠuaxt̪ˠə|[UNK]|[UNK]|ˈəɡəsˠ|[UNK]|[UNK],train/3388443426942203694.wav
dúirt konami foilsitheoir an chluiche i nuachtán seapánach inniu nach mbeadh an cluiche six days in fallujah á eisiúint acu,ˈd̪ˠuːɾʲtʲ|[UNK]|ˈfˠol̻ʲʃihʲoɾʲ|ˈən̻ˠ|xl̻ˠihʲə|ˈi|ˈn̻ˠuaxt̪ˠan̻ˠ|[UNK]|əˈn̻ʲuː|ˈn̻ˠah|ˈmʲeːuː|ˈən̻ˠ|ˈkl̻ˠihʲə|[UNK]|[UNK]|ˈinʲ|[UNK]|aː|ˈeʃun̻ʲtʲ|ˈakuː,train/3389856156019769348.wav
bhí aerlínte na tuirce ag eitilt chuig 39 ceann scríbe in 30 tír afracach in 2014,ˈvʲiː|eːɾˠlʲiːnʲtʲə|ˈn̻ˠə|[UNK]|ˈeɟ|ˈetʲəlʲtʲ|ˈhiɟ|[UNK]|ˈcin̻ˠ|ˈʃcɾʲiːbʲə|ˈinʲ|[UNK]|ˈtʲiːɾʲ|[UNK]|ˈinʲ|[UNK],train/339235525738207685.wav
bíonn cealla chomh bunúsach agus ríthábhachtach sin sa staidéar ar an mbeatha ar ndóigh gur minic a thugtar na bloicíní lena dtógtar an bheatha orthu,ˈbʲiːn̻ˠ|cal̻ˠə|ˈxoː|ˈbˠun̻ˠusˠah|ˈəɡəsˠ|ˈɾˠiːˈhaːvˠaxt̪ˠah|ˈʃinʲ|ˈsˠə|ˈsˠt̪ˠadʲeɾˠ|ˈeɾʲ|ˈən̻ˠ|mʲahə|ˈeɾʲ|ˈn̻ˠoːij|ˈɡəɾˠ|ˈmʲinʲic|ə|huɡt̪ˠəɾˠ|ˈn̻ˠə|[UNK]|ˈlʲen̻ˠə|d̪ˠoːɡt̪ˠəɾˠ|ˈən̻ˠ|ˈvʲahə|ˈoɾˠhu,train/3409025265764887970.wav
is féidir é a dhéanamh an-tanaí agus a bheith greamaithe de mhiotal eile is féidir é a dhéanamh chomh tanaí gur úsáideadh é uaireanta chun na pictiúir lámhphéinteáilte a mhaisiú i leabhair ar a dtugtar script dhathmhaisithe,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈeː|ə|ˈjeːn̻ˠuː|[UNK]|ˈəɡəsˠ|ə|ˈvʲehʲ|ˈɟɾʲamˠəhə|ˈd̪ˠe|[UNK]|ˈelʲə|ˈisˠ|ˈfʲeːdʲəɾʲ|ˈeː|ə|ˈjeːn̻ˠuː|ˈxoː|ˈt̪ˠan̻ˠiː|ˈɡəɾˠ|uːsˠaːdʲuː|ˈeː|uaɾʲən̻ˠt̪ˠə|ˈxun̻ˠ|ˈn̻ˠə|pʲictʲuːɾʲ|[UNK]|ə|vˠaʃuː|ˈi|ˈl̻ʲoːɾʲ|ˈeɾʲ|ə|d̪ˠuɡt̪ˠəɾˠ|ˈʃcɾʲipʲtʲ|[UNK],train/3419431806643425567.wav
is gá ceann a thógáil de riocht an duine ghortaithe agus tú ag druidim leis nó léi agus aird a thabhairt ar aon chontúirtí a d'fhéadfadh a bheith ann,ˈisˠ|ˈɡaː|ˈcin̻ˠ|ə|ˈhoːɡalʲ|ˈd̪ˠe|ˈɾˠixt̪ˠ|ˈən̻ˠ|ˈd̪ˠinʲə|ɣaɾˠt̪ˠiː|ˈəɡəsˠ|ˈt̪ˠuː|ˈeɟ|ˈd̪ˠɾˠidʲəmʲ|ˈlʲiʃ|ˈn̻ˠoː|ˈlʲeː|ˈəɡəsˠ|ˈaːɾʲdʲ|ə|ˈhoːɾʲtʲ|ˈeɾʲ|ˈeːn̻ˠ|xon̻ˠt̪ˠuːɾˠtʲiː|ə|ˈd̪ˠeːd̪ˠuː|ə|ˈvʲehʲ|ˈən̻ˠ,train/3420992925682341261.wav
tar éis an danelaw a athghabháil tháinig tréimhse fhada síochána ar shasana,ˈt̪ˠaɾˠ|ˈeːʃ|ˈən̻ˠ|[UNK]|ə|ˈaɣavˠəlʲ|ˈhaːnʲəɟ|ˈtʲɾʲeːvʲʃə|ˈad̪ˠə|ˈʃiːhaːn̻ˠə|ˈeɾʲ|[UNK],train/3422045022745676044.wav
tugtar le fios i staidéir áirithe go gcaithfidh an galar teacht chun bheith níos neamh-mharfaí sular féidir leis bheith ina chúis le heipidéim dhomhanda a dúirt sé,t̪ˠuɡt̪ˠəɾˠ|ˈlʲe|ˈfʲisˠ|ˈi|ˈsˠt̪ˠadʲeːɾʲ|ˈaːɾʲihʲə|ˈɡə|ˈɡahʲiː|ˈən̻ˠ|ɡal̻ˠəɾˠ|ˈtʲaxt̪ˠ|ˈxun̻ˠ|ˈvʲehʲ|ˈnʲiːsˠ|[UNK]|ˈsˠul̻ˠəɾˠ|ˈfʲeːdʲəɾʲ|ˈlʲiʃ|ˈvʲehʲ|ˈin̻ˠə|ˈxuːʃ|ˈlʲe|hʲepʲidʲemʲ|ɣoːn̻ˠd̪ˠə|ə|ˈd̪ˠuːɾʲtʲ|ˈʃeː,train/342240685223194507.wav
is teangacha cúnta iad teangacha saorga nó teangacha tógtha agus cruthaíodh iad leis an gcumarsáid idir dhaoine a éascú daoine a mbeadh deacracht orthu dul i mbun cumarsáide gan na teangacha cúnta sin,ˈisˠ|tʲaŋɡahə|ˈkuːn̻ˠt̪ˠə|ˈiad̪ˠ|tʲaŋɡahə|ˈsˠiːɾˠɡə|ˈn̻ˠoː|tʲaŋɡahə|ˈt̪ˠoːkə|ˈəɡəsˠ|kɾˠuhiːuː|ˈiad̪ˠ|ˈlʲiʃ|ˈən̻ˠ|ɡumˠəɾˠsˠadʲ|ˈidʲəɾʲ|ˈɣiːnʲiː|ə|eːsˠkuː|ˈd̪ˠiːnʲiː|ə|ˈmʲeːuː|ˈdʲakɾˠaxt̪ˠ|ˈoɾˠhu|ˈd̪ˠul̻ˠ|ˈi|ˈmˠun̻ˠ|ˈkumˠəɾˠsˠaːdʲə|ˈɡan̻ˠ|ˈn̻ˠə|tʲaŋɡahə|ˈkuːn̻ˠt̪ˠə|ˈʃinʲ,train/3430207728138661696.wav
i gcuid mhór tíortha a bhfuil dlí den chineál sin acu láimhseálfaidh óstáin áitiúla an clárú déan cinnte é a iarraidh,ˈi|ˈɡidʲ|ˈvˠoːɾˠ|ˈtʲiːɾˠhə|ə|ˈvˠilʲ|ˈdʲlʲiː|ˈdʲənʲ|ˈçinʲal̻ˠ|ˈʃinʲ|ˈakuː|l̻ˠaːvʲʃaːl̻̊ˠiː|oːsˠt̪ˠanʲ|aːtʲuːl̻ˠə|ˈən̻ˠ|ˈkl̻ˠaːɾˠuː|ˈdʲeːn̻ˠ|ˈcin̻ʲtʲə|ˈeː|ə|ˈiaɾˠiː,train/3438086397703076086.wav
cloíonn an lucht leanúna le bealaí áirithe maireachtála nó le cleachtaidh atá beartaithe leis na heispéiris sin a chothú,kl̻ˠiːon̻ˠ|ˈən̻ˠ|ˈl̻ˠaxt̪ˠ|ˈl̻ʲan̻ˠuːn̻ˠə|ˈlʲe|bʲal̻ˠiː|ˈaːɾʲihʲə|ˈmˠaɾʲəɾˠt̪ˠaːl̻ˠə|ˈn̻ˠoː|ˈlʲe|clʲaɾˠt̪ˠiː|əˈt̪ˠaː|ˈbʲaɾˠt̪ˠəhə|ˈlʲiʃ|ˈn̻ˠə|hʲeʃpʲeːɾʲiʃ|ˈʃinʲ|ə|xahuː,train/3450149780049340550.wav
níor shiúil a réamhtheachtaí an australopithecus ceann in airde chomh minic céanna,ˈn̻ʲiːɾˠ|ˈhʲuːlʲ|ə|ˈɾˠeːvˠˈhʲaxt̪ˠiː|ˈən̻ˠ|[UNK]|ˈcin̻ˠ|ˈinʲ|aɾˠdʲə|ˈxoː|ˈmʲinʲic|ˈceːɾˠn̻ˠə,train/3453800534552684959.wav
tá moill curtha ag an laitvia agus an tslóvaic ar an phróiseas le dul isteach san acta,ˈt̪ˠaː|ˈmˠol̻ʲ|ˈkuɾˠhə|ˈeɟ|ˈən̻ˠ|[UNK]|ˈəɡəsˠ|ˈən̻ˠ|[UNK]|ˈeɾʲ|ˈən̻ˠ|fˠɾˠoːʃəsˠ|ˈlʲe|ˈd̪ˠul̻ˠ|iʃˈtʲah|sˠən̻ˠ|[UNK],train/3461672167889940291.wav
ag cúirt choróineach bermingham a bhí an triail agus chríochnaigh sé ar an 3 lúnasa,ˈeɟ|ˈkuːɾˠtʲ|[UNK]|[UNK]|ə|ˈvʲiː|ˈən̻ˠ|ˈtʲɾʲialʲ|ˈəɡəsˠ|çɾʲiahn̻ˠiː|ˈʃeː|ˈeɾʲ|ˈən̻ˠ|[UNK]|[UNK],train/3474877032244594489.wav
nuair a scarann ​​grúpa beag rudaí beo daonra beag ón bpríomh-dhaonra as ar tháinig siad má bhogann siad thar shliabhraon nó abhainn nó má bhogann siad go hoileán nua ionas nach mbeidh siad in ann filleadh go héasca is minic a bhraithfidh siad go bhfuil siad i dtimpeallacht nach ionann agus an timpeallacht ina raibh siad roimhe seo,ˈn̻ˠuːɾʲ|ə|sˠkaɾˠən̻ˠ|[UNK]|ˈbʲoɡ|ˈɾˠud̪ˠiː|ˈbʲoː|ˈd̪ˠiːn̻ˠɾˠə|ˈbʲoɡ|ˈoːn̻ˠ|[UNK]|ˈasˠ|ˈeɾʲ|ˈhaːnʲəɟ|ˈʃiːd̪ˠ|ˈmˠa|ˈvˠoɡən̻ˠ|ˈʃiːd̪ˠ|ˈhaɾˠ|[UNK]|ˈn̻ˠoː|ˈoːn̻ʲ|ˈn̻ˠoː|ˈmˠa|ˈvˠoɡən̻ˠ|ˈʃiːd̪ˠ|ˈɡə|holʲan̻ˠ|ˈn̻ˠua|ˈin̻ˠəsˠ|ˈn̻ˠah|ˈmˠeː|ˈʃiːd̪ˠ|ˈinʲ|ˈən̻ˠ|ˈfʲil̻ʲuː|ˈɡə|hʲeːsˠkə|ˈisˠ|ˈmʲinʲic|ə|vˠɾˠaiçiː|ˈʃiːd̪ˠ|ˈɡə|ˈvˠilʲ|ˈʃiːd̪ˠ|ˈi|dʲimʲpʲəl̻ˠaɾˠt̪ˠ|ˈn̻ˠah|ˈin̻ˠən̻ˠ|ˈəɡəsˠ|ˈən̻ˠ|ˈtʲimʲpʲəl̻ˠaxt̪ˠ|ˈin̻ˠə|ˈɾˠoːvˠ|ˈʃiːd̪ˠ|ˈɾˠivʲə|ˈʃo,train/3478330494080922534.wav
lean sé air ag rá is cás dáiríre é seo féadann tú a bheith cinnte go bhfuil an córas ag obair chomh maith agus gur féidir leis,ˈlʲan̻ˠ|ˈʃeː|ˈeɾʲ|ˈeɟ|ˈɾˠaː|ˈisˠ|ˈkaːsˠ|ˈd̪ˠaːɾʲiɾʲə|ˈeː|ˈʃo|ˈfʲeːd̪ˠən̻ˠ|ˈt̪ˠuː|ə|ˈvʲehʲ|ˈcin̻ʲtʲə|ˈɡə|ˈvˠilʲ|ˈən̻ˠ|ˈkoːɾˠəsˠ|ˈeɟ|ˈobˠiɾʲ|ˈxoː|ˈmˠahʲ|ˈəɡəsˠ|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|ˈlʲiʃ,train/3480244785682499725.wav
cé gur féidir go gcloisfidh tú an focal ó dhúchasaigh na graonlainne níor cheart d'eachtrannaigh é a úsáid,ˈceː|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|ˈɡə|ɡl̻ˠoʃiː|ˈt̪ˠuː|ˈən̻ˠ|ˈfˠokəl̻ˠ|ˈoː|ɣuːhəsˠiː|ˈn̻ˠə|[UNK]|ˈn̻ʲiːɾˠ|ˈçaɾˠt̪ˠ|dʲaɾˠt̪ˠɾˠən̻ˠiː|ˈeː|ə|ˈuːsˠadʲ,train/3485732982337554829.wav
scaipeadh an scéala i measc phobal an locha dheirg inniu agus sochraidí ar siúl do jeff weise agus do thriúr den naonúr íospartach gur gabhadh mac léinn eile i dtaca leis an lámhach scoile ar an 21 márta,ˈsˠkapʲuː|ˈən̻ˠ|ˈʃceːl̻ˠə|ˈi|ˈmʲasˠk|ˈfˠobˠəl̻ˠ|ˈən̻ˠ|l̻ˠohə|[UNK]|əˈn̻ʲuː|ˈəɡəsˠ|sˠohɾˠədʲiː|ˈeɾʲ|ˈʃuːl̻ˠ|ˈd̪ˠə|[UNK]|[UNK]|ˈəɡəsˠ|ˈd̪ˠə|ɾ̥ʲuːɾˠ|ˈdʲənʲ|ˈn̻ˠiːn̻ˠuɾˠ|ˈiːsˠˈpˠaɾˠt̪ˠəh|ˈɡəɾˠ|ɡoːɣ|ˈmˠak|ˈl̻ʲeːn̻ʲ|ˈelʲə|ˈi|ˈd̪ˠakə|ˈlʲiʃ|ˈən̻ˠ|ˈl̻ˠaːvˠah|ˈsˠkolʲə|ˈeɾʲ|ˈən̻ˠ|[UNK]|[UNK],train/349734853150511483.wav
tugann siad cobhsaíocht níos fearr don mharcach ach is féidir go mbeadh imní ar dhaoine fúthu de bhrí gur féidir le cosa an mharcaigh dul i bhfostú iontu,ˈt̪ˠuɡən̻ˠ|ˈʃiːd̪ˠ|ˈkoːsˠiːaxt̪ˠ|ˈnʲiːsˠ|ˈfʲaːɾˠ|ˈd̪ˠon̻ˠ|vˠaɾˠkah|ˈah|ˈisˠ|ˈfʲeːdʲəɾʲ|ˈɡə|ˈmʲeːuː|ˈimʲnʲiː|ˈeɾʲ|ˈɣiːnʲiː|ˈfˠuːhuː|ˈd̪ˠe|vʲɾʲiː|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|ˈlʲe|ˈkosˠə|ˈən̻ˠ|vˠaɾˠkiː|ˈd̪ˠul̻ˠ|ˈi|vˠasˠt̪ˠuː|ˈin̻ˠt̪ˠuː,train/3500870338345756774.wav
nuair a cuireadh an cheist uirthi cad a dúirt an t-athair ba é a d'fhreagair sí ní raibh sé in ann focal a rá sheas sé ansin ag bobáil,ˈn̻ˠuːɾʲ|ə|ˈkiɾʲuː|ˈən̻ˠ|ˈçeʃtʲ|ˈaɾˠhʲiː|ˈkad̪ˠ|ə|ˈd̪ˠuːɾʲtʲ|ˈən̻ˠ|ˈt̪ˠahəɾʲ|ˈbˠə|ˈeː|ə|dʲɾʲiɡəɾʲ|ˈʃiː|ˈn̻ʲiː|ˈɾˠoːvˠ|ˈʃeː|ˈinʲ|ˈən̻ˠ|ˈfˠokəl̻ˠ|ə|ˈɾˠaː|ˈhasˠ|ˈʃeː|ən̻ˠˈʃinʲ|ˈeɟ|ˈbˠobˠalʲ,train/3508539328921014767.wav
is mar gheall air sin go mbíonn na ciumhaiseanna gearrtha ar an mbarr ag an mbun agus ar na taobhanna ar gach rud a fheiceann tú ar tv,ˈisˠ|mˠaɾˠ|ˈjal̻ˠ|ˈeɾʲ|ˈʃinʲ|ˈɡə|ˈmʲiːn̻ˠ|ˈn̻ˠə|cuːəʃən̻ˠə|ˈɟaːɾˠˈha|ˈeɾʲ|ˈən̻ˠ|ˈmˠaːɾˠ|ˈeɟ|ˈən̻ˠ|ˈmˠun̻ˠ|ˈəɡəsˠ|ˈeɾʲ|ˈn̻ˠə|t̪ˠiːvˠən̻ˠə|ˈeɾʲ|ˈɡah|ˈɾˠud̪ˠ|ə|ecən̻ˠ|ˈt̪ˠuː|ˈeɾʲ|[UNK],train/3515839079563800028.wav
tá pluais bhídeach gar don bharr a gcaithfear gabháil tríd tá sé íseal go leor agus teann,ˈt̪ˠaː|ˈpˠl̻ˠuaʃ|vʲiːdʲah|ˈɡaɾˠ|ˈd̪ˠon̻ˠ|ˈvˠaːɾˠ|ə|ɡaiçfʲəɾˠ|ˈɡolʲ|ˈtʲɾʲiːdʲ|ˈt̪ˠaː|ˈʃeː|iːʃəl̻ˠ|ˈɡə|ˈl̻ʲoːɾˠ|ˈəɡəsˠ|ˈtʲan̻ˠ,train/3536738621743355382.wav
is cathair naofa í i sna trí reiligiún aondiachúla an giúdachas an chríostaíocht agus ioslam agus feidhmíonn sí mar ionad spioradálta reiligiúnach agus cultúrtha,ˈisˠ|ˈkahəɾʲ|ˈn̻ˠiːfˠə|ˈiː|ˈi|ˈsˠn̻ˠə|ˈtʲɾʲiː|ˈɾˠelʲəɟun̻ˠ|iːnʲdʲiahuːl̻ˠə|ˈən̻ˠ|ɟuːd̪ˠəhəsˠ|ˈən̻ˠ|[UNK]|ˈəɡəsˠ|[UNK]|ˈəɡəsˠ|fʲeːmʲiːn̻ˠ|ˈʃiː|mˠaɾˠ|ˈin̻ˠəd̪ˠ|ˈsˠpʲiɾˠəd̪ˠal̻ˠt̪ˠə|ˈɾˠelʲəɟun̻ˠah|ˈəɡəsˠ|ˈkul̻ˠt̪ˠuɾˠhə,train/3548300448766001600.wav
is féidir le fo-chultúir a bheith sainiúil de bharr aois eitneacht aicme suíomh agus/nó inscne na mball,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈlʲe|[UNK]|ə|ˈvʲehʲ|ˈsˠanʲulʲ|ˈd̪ˠe|ˈvˠaːɾˠ|ˈiːʃ|ˈetʲn̥ʲəɾˠt̪ˠ|ˈacmʲə|ˈsˠiːau|[UNK]|ˈin̻ʲʃcnʲə|ˈn̻ˠə|mˠol̻ˠ,train/354893701877742530.wav
is í antartaice an áit is fuaire ar domhan agus í cruinnithe thart ar an bpol theas,ˈisˠ|ˈiː|[UNK]|ˈən̻ˠ|ˈaːtʲ|ˈisˠ|ˈfˠuaɾʲə|ˈeɾʲ|ˈd̪ˠaun̻ˠ|ˈəɡəsˠ|ˈiː|ˈkɾˠiːˈn̻ʲihʲə|ˈhaɾˠt̪ˠ|ˈeɾʲ|ˈən̻ˠ|[UNK]|ˈhʲasˠ,train/3553129259043385788.wav
taispeánann íomhánna infridhearg go léiríonn na hathruithe teochta ón oíche agus ón lá gurb ionann agus phluais iad,t̪ˠaʃpʲaːn̻ˠən̻ˠ|ˈiːvˠaːn̻ˠə|ˈinʲˈfʲɾʲiːəɾˠɡ|ˈɡə|lʲeːɾʲiːn̻ˠ|ˈn̻ˠə|hahɾˠəhʲə|ˈtʲoːˈɾˠt̪ˠa|ˈoːn̻ˠ|ˈiːhʲə|ˈəɡəsˠ|ˈoːn̻ˠ|ˈl̻ˠaː|ˈɡaɾˠəbˠ|ˈin̻ˠən̻ˠ|ˈəɡəsˠ|ˈfˠl̻ˠuaʃ|ˈiad̪ˠ,train/3556520482551080494.wav
250 bliain ina dhiadh tá guinness fásta ina ghnó domhanda a mbaineann láimhdeachas bliantúil 10 mbilliún euro us$14.7 billiún leis,[UNK]|ˈbʲlʲianʲ|ˈin̻ˠə|[UNK]|ˈt̪ˠaː|[UNK]|ˈfˠaːsˠt̪ˠə|ˈin̻ˠə|ɣn̻ˠoː|ˈd̪ˠaun̻ˠd̪ˠə|ə|ˈmˠanʲən̻ˠ|ˈl̻ˠaːvʲˈdʲahəsˠ|ˈbʲlʲian̻ˠt̪ˠulʲ|[UNK]|mʲil̻ʲuːn̻ˠ|ˈjuːɾˠoː|[UNK]|ˈbʲilʲun̻ˠ|ˈlʲiʃ,train/3558592925850387969.wav
rinneadh dhá bhíoma solais a shocrú ionas go ndíríonn siad ar an spéir thar oíche,ˈɾˠin̻ʲuː|ˈɣaː|vʲiːmˠə|ˈsˠoˈl̻ˠaʃ|ə|ˈhokɾˠuː|ˈin̻ˠəsˠ|ˈɡə|nʲiːɾʲiːn̻ˠ|ˈʃiːd̪ˠ|ˈeɾʲ|ˈən̻ˠ|ˈsˠpʲeːɾʲ|ˈhaɾˠ|ˈiːhʲə,train/3560836185502899509.wav
tugann an cur chuige iar-nua-aoiseach i leith na foghlama saoirse ó absalóidí níl aon bhealach maith amháin chun foghlaim a dhéanamh,ˈt̪ˠuɡən̻ˠ|ˈən̻ˠ|ˈkuɾˠ|ˈhiɟə|ˈiˑəɾˠˈn̻ˠuˑəˈiːˈʃah|ˈi|ˈl̻ʲehʲ|ˈn̻ˠə|ˈfˠoˈɣl̻ˠamˠə|ˈsˠiːɾˠʃə|ˈoː|abˠsˠəl̻ˠoːdʲiː|ˈn̻ʲiːlʲ|ˈeːn̻ˠ|ˈvʲol̻ˠah|ˈmˠahʲ|əˈvˠaːnʲ|ˈxun̻ˠ|ˈfˠaul̻ˠəmʲ|ə|ˈjeːn̻ˠuː,train/3561097247188504474.wav
