audio,transcription
data/idlak/audio/cll_z0001_790.wav,"Oiread chéanna le Maude ina cuid filíochta, d'aimsigh Nic Cormaic an nóta foirfe."
data/idlak/audio/cll_z0001_791.wav,"Sea go deimhin, an bháisteach."
data/idlak/audio/cll_z0001_792.wav,"Níor saolaíodh ina dhuine é go dtí seacht déag Roimh Chríost, an uair úd ina sheaman sa tSibéir."
data/idlak/audio/cll_z0001_793.wav,Níl aon eolas aici faoi na mothúcháin láidre a shantaím.
data/idlak/audio/cll_z0001_794.wav,Chun filleadh ar an athfhiántas.
data/idlak/audio/cll_z0001_795.wav,Níos déanaí chuir a bhean a hainm ann.
data/idlak/audio/cll_z0001_796.wav,Chuas á lorg lá mar dhréimire ach theip orm teacht air.
data/idlak/audio/cll_z0001_797.wav,"""Ó, nach bhfuil?"" a d'fhiafraigh mé"
data/idlak/audio/cll_z0001_798.wav,An Rialtas abhus ag canrán.
data/idlak/audio/cll_z0001_799.wav,Duinnínigh agus O'Neill Lane ag teacht ar an bhfód.
data/idlak/audio/cll_z0001_800.wav,An leabhar bhliantúil is mó ar domhan.
data/idlak/audio/cll_z0001_801.wav,Chonaiceas Garda ag tabhairt píosa
data/idlak/audio/cll_z0001_803.wav,Is dócha go mbeadh ábhar seimineáir
data/idlak/audio/cll_z0001_804.wav,Níltear cinnte gurbh é Céitinn a chum 'Milis an teanga an Ghaeilge'
data/idlak/audio/cll_z0001_806.wav,File ba ea a mhac.
data/idlak/audio/cll_z0001_808.wav,"Cainteoir dúchais Gaeilge ó Fhánaid, contae Dhún na nGall, ba ea Úna"
data/idlak/audio/cll_z0001_809.wav,Phós sé Mary Kelly ón Uaimh.
data/idlak/audio/cll_z0001_810.wav,Bhailigh Bairéad a lán ábhair uaidh.
data/idlak/audio/cll_z0001_811.wav,"Le roinnt mhaith pleanála, bheadh raidió Rí-Rá in ann cur faoi i saol an raidió dhigitigh."
data/idlak/audio/cll_z0001_812.wav,múinteoireacht pé duine a d'fhostófaí
data/idlak/audio/cll_z0001_813.wav,Is fíordheacair teanga teaghlaigh a athrú
data/idlak/audio/cll_z0001_814.wav,tá m'aird iomlán ar a cuid uamanna.
data/idlak/audio/cll_z0001_815.wav,Níl sí le cur suas le seirbhís – nó bia – den dara grád.
data/idlak/audio/cll_z0001_816.wav,ní gan chúis an t-imní céanna.
data/idlak/audio/cll_z0001_817.wav,Níor dá ghnóithe é plé le polaitíocht.
data/idlak/audio/cll_z0001_818.wav,Díoladh gach uile cheann acu oíche Aoine.
data/idlak/audio/cll_z0001_819.wav,Ba dhuine casta é Mauriac.
data/idlak/audio/cll_z0001_820.wav,Táim ag teacht chugaibh pé ar domhan é
data/idlak/audio/cll_z0001_823.wav,Baineann an carbad le Cú Chulainn.
data/idlak/audio/cll_z0001_824.wav,Is míle trua cuspóir a seilge.
data/idlak/audio/cll_z0001_825.wav,Nach raibh fios a mhalairte acu.
data/idlak/audio/cll_z0001_826.wav,Ghluais na focail uaidh go seolta.
data/idlak/audio/cll_z0001_827.wav,Yeats mar ábhar plé sa dara ceann.
data/idlak/audio/cll_z0001_828.wav,Eagla ná eagla romham ní raibh air.
data/idlak/audio/cll_z0001_830.wav,"Chonaic sé iad, agus bhí go maith."
data/idlak/audio/cll_z0001_831.wav,"Is ar an lá seo a tháinig siad le chéile sa seomra, más fíor."
data/idlak/audio/cll_z0001_832.wav,Eiriceacht Ghiúdach is ea an Chríostaíocht cheartchreidmheach.
data/idlak/audio/cll_z0001_833.wav,"Ubh úr, an ea? Scrúdaigh mé iad."
data/idlak/audio/cll_z0001_834.wav,Ar easpa brí a mhairimid.
data/idlak/audio/cll_z0001_835.wav,nár shamhlaigh ár sinsear riamh.
data/idlak/audio/cll_z0001_837.wav,I mbunú údarás na Gaeltachta.
data/idlak/audio/cll_z0001_838.wav,Dúirt sé i gclár raidió uair
data/idlak/audio/cll_z0001_839.wav,Thosaigh sé ag bailiú ábhair arís.
data/idlak/audio/cll_z0001_840.wav,Bhí an t-imeacht saor in aisce.
data/idlak/audio/cll_z0001_841.wav,Meastar go mbeidh amhais an dá thír ag comhoibriú lena chéile le trioblóid a thógáil i gcaitheamh an chomórtais.
data/idlak/audio/cll_z0001_842.wav,"Go polaitiúil, tá Chirac mort."
data/idlak/audio/cll_z0001_843.wav,Chuir sí tuairisc mionteanga gach aon áit ar tháinig sí i dtír.
data/idlak/audio/cll_z0001_844.wav,Mothaím an dólás atá istigh ann.
data/idlak/audio/cll_z0001_845.wav,Ba mhór an chailliúint dom é sin.
data/idlak/audio/cll_z0001_846.wav,Fíodh na daoine i ngréasán teanga.
data/idlak/audio/cll_z0001_847.wav,"D'fhéadfadh ispíní Denny's a chur os ard gur bagún iad ""ó mhuin na muice""."
data/idlak/audio/cll_z0001_848.wav,"I rith an mhórshiúil, bhí Putin ina sheasamh ar ghualainn Yanukovych."
data/idlak/audio/cll_z0001_849.wav,Aibreáin agus mí na Bealtaine.
data/idlak/audio/cll_z0001_852.wav,"Ach ansin, céard faoin spéis domhínithe seo"
data/idlak/audio/cll_z0001_853.wav,Éire agus an Eoraip sa seachtú hAois déag atá mar théama
data/idlak/audio/cll_z0001_854.wav,ní gan dua a saothraíodh an comhghéilleadh sin.
data/idlak/audio/cll_z0001_858.wav,Samhlaigh an léimt agus an ceiliúradh.
data/idlak/audio/cll_z0001_859.wav,ní raibh aon ní eile fágtha.
data/idlak/audio/cll_z0001_860.wav,"Is ionann liomsa an craiceann is a luach is a dhath, cibé rud a deireann tú féin."
data/idlak/audio/cll_z0001_861.wav,Is rud rua é sin; is rud rua mise.
data/idlak/audio/cll_z0001_862.wav,Agus chreid mise an aip.
data/idlak/audio/cll_z0001_864.wav,"""An mbeadh suim agat an litir a fheiceáil?"" a d'fhiafraigh m'aintín Kathleen díom."
data/idlak/audio/cll_z0001_865.wav,"Sa deireadh, thug Paddy aghaidh ar Bhéal Feirste."
data/idlak/audio/cll_z0001_866.wav,"An t-ullmhúchán síceolaíoch don obráid, eolas is comhairle á ndáileadh orm braon i ndiaidh braon."
data/idlak/audio/cll_z0001_867.wav,tá sé thar a bheith simplí
data/idlak/audio/cll_z0001_868.wav,Níl seo chomh saonta is a cheapfaí
data/idlak/audio/cll_z0001_869.wav,Agus i gcónaí maslaí an chiníochais á gcaitheamh leis na hoibrithe ón iasacht.
data/idlak/audio/cll_z0001_870.wav,Níl aon tslí nua ann le páistí a thógáil.
data/idlak/audio/cll_z0001_871.wav,"Is ionann iad go léir, uasal is íseal, is canann Ko Un iad mar a chanfadh feithid."
data/idlak/audio/cll_z0001_872.wav,"Cheap mé go mbeadh faoiseamh agam i dtíortha eile, nach raibh ann ach áilteoir fáin."
data/idlak/audio/cll_z0001_873.wav,"tá, ar ndóigh, an dara tuairim ann."
data/idlak/audio/cll_z0001_875.wav,Tháinig scoláirí ó rang Ethel chomh maith le ucht na ranganna áitiúla eile.
data/idlak/audio/cll_z0001_876.wav,Is abhcóide é Feargal Ó Dubhghaill a bhfuil cónaí air i mBaile Átha Cliath.
data/idlak/audio/cll_z0001_879.wav,Deirtear go ndeachaigh Elizabeth Squibb go Meiriceá i ndiaidh na trialach.
data/idlak/audio/cll_z0001_881.wav,Ó am go chéile bhí poist thar lear aige.
data/idlak/audio/cll_z0001_882.wav,D'éag an t-athair go hóg.
data/idlak/audio/cll_z0001_883.wav,Bhunaigh sé club dátheangach don óige
data/idlak/audio/cll_z0001_884.wav,Ach is é an spórt a bhfuil an spéis is mó ann anois go hidirnáisiúnta ná an trí-atlan.
data/idlak/audio/cll_z0001_885.wav,Cuir píosa beag ola agus salann leis.
data/idlak/audio/cll_z0001_886.wav,"""Tá mo ghuth píosa garbh ar maidin,"" a deir sé"
data/idlak/audio/cll_z0001_887.wav,Amaideacht a bhí ann ón gcéad uair a luadh é
data/idlak/audio/cll_z0001_888.wav,"Tá áiseanna den scoth ann, tá scoileanna den scoth ann agus is áit réasúnta sábháilte é"
data/idlak/audio/cll_z0001_889.wav,Shroicheas an halla leath uair an chloig róluath.
data/idlak/audio/cll_z0001_890.wav,"Samhail de dhíomuaine na beatha, a deir tú"
data/idlak/audio/cll_z0001_891.wav,tá fórsa nua tagtha ar an saol a bhainfidh praghas domhanda as leatrom áitiúil
data/idlak/audio/cll_z0001_892.wav,tá sé aistrithe ag Máire Nic Mhaoláin.
data/idlak/audio/cll_z0001_896.wav,Athraíodh an saol ó bhun.
data/idlak/audio/cll_z0001_897.wav,ní fios cad a tharlóidh sa todhchaí
data/idlak/audio/cll_z0001_898.wav,bhí go maith is ní raibh go holc.
data/idlak/audio/cll_z0001_899.wav,D'fhéach Iósaef go ciúin is go díreach air.
data/idlak/audio/cll_z0001_900.wav,Fócas deisceartach a bheas ann feasta.
data/idlak/audio/cll_z0001_901.wav,Bheadh a thuilleadh siléige doghlactha.
data/idlak/audio/cll_z0001_902.wav,Seo an áit a bhfuil an fhadhb don Rialtas.
data/idlak/audio/cll_z0001_903.wav,I gcaitheamh a chuid fichidí bhí sé ag fáil airgid le dul ag imirt cispheile.
data/idlak/audio/cll_z0001_904.wav,Agus chualathas gach duine ag gáirí ón ngairdín aníos go spuaic an teampaill lasnairde.
data/idlak/audio/cll_z0001_905.wav,"bhí deiseanna acu, ach chuir siad amú iad."
data/idlak/audio/cll_z0001_906.wav,Dílseacht an tslabhra bhig a bhriseadh.
data/idlak/audio/cll_z0001_907.wav,Ba chóir go mbeadh meas againn ar thuairimí a chéile.
data/idlak/audio/cll_z0001_909.wav,Is maith go bhfuil díospóireacht phoiblí ar siúl idir lucht na bpeann cruthaitheach agus lucht na bpeann dearg.
data/idlak/audio/cll_z0001_910.wav,"Thóg sí píosa amháin, an dara píosa, an tríú píosa agus rop sí lena gob iad."
data/idlak/audio/cll_z0001_911.wav,"má tá cúnamh ar bith uaibh, labhair le Nicola."
data/idlak/audio/cll_z0001_913.wav,cuimhnígí go bhfuil Bush tosaithe cheana féin ar an mbuaileam sciath céanna faoin Iaráin.
data/idlak/audio/cll_z0001_914.wav,Is le dua a léann siad scéal gearr i nGaeilge.
data/idlak/audio/cll_z0001_915.wav,chaithfí na rialacha a scríobh arís.
data/idlak/audio/cll_z0001_916.wav,Níl nóiméad le ligean amú
data/idlak/audio/cll_z0001_917.wav,"Dar liom ní fheicfinn go deo arís í"""
data/idlak/audio/cll_z0001_918.wav,ní dhéanfadh bean as Baile átha Cliath ceathair é
data/idlak/audio/cll_z0001_919.wav,tá mé buíoch de gach aon duine a chuir píosa
data/idlak/audio/cll_z0001_920.wav,tá an t-eispéireas ar fad an-nua-aoiseach.
data/idlak/audio/cll_z0001_921.wav,Nuair a bhíonn tionóisc mhór
data/idlak/audio/cll_z0001_922.wav,Is ródheacair é an áilleacht a shainmhíniú
data/idlak/audio/cll_z0001_932.wav,Suigh siar agus bain sult.
data/idlak/audio/cll_z0001_933.wav,tá spriocanna comhchosúla idir an ghluaiseacht nuabhunaithe agus gluaiseacht an Chadhanaigh.
data/idlak/audio/cll_z0001_934.wav,Is furasta a fheiceáil cad chuige a mbeadh tarraingt ag an iris ar ghlúin an Idirlín.
data/idlak/audio/cll_z0001_935.wav,Is minic mé leis ag smaoineamh ar bhean an ghoil.
data/idlak/audio/cll_z0001_936.wav,Scaradh a dhíbríonn Dia ónár gcúraimí saolta.
data/idlak/audio/cll_z0001_937.wav,Táimid thuas i measc na sléibhte.
data/idlak/audio/cll_z0001_939.wav,bhí faitíos orainn go mbeadh bac le forbairt.
data/idlak/audio/cll_z0001_940.wav,Is dream spioradálta iad na Gaeil.
data/idlak/audio/cll_z0001_941.wav,Teanga á fuascailt nó teanga á scrios? Costas agus moill na foclóireachta.
data/idlak/audio/cll_z0001_944.wav,An raibh anraith leictreach aréir agat?
data/idlak/audio/cll_z0001_945.wav,"Ar an drochuair, níor bhean mhór Xantia í mo chéile mná."
data/idlak/audio/cll_z0001_946.wav,Nuair a bhíos féin i rang na naíonán beaga sa bhunscoil bhí múinteoir againn a dhéanadh bagairt.
data/idlak/audio/cll_z0001_949.wav,"Ar an dea-uair domsa, tá fostaíocht bhuan agam."
data/idlak/audio/cll_z0001_950.wav,tá sé ag pléascadh cheana thall is abhus.
data/idlak/audio/cll_z0001_952.wav,Seo beirt a rinne íobairt i ndiaidh íobairt le go mbeadh ábhar léitheoireachta ag lucht na Gaeilge.
data/idlak/audio/cll_z0001_953.wav,Saothar comhpháirtíochta is ea é gan aon amhras.
data/idlak/audio/cll_z0001_954.wav,Is é a ghlanmhalairt timpeall ar fad é
data/idlak/audio/cll_z0001_955.wav,"An Iaráic, gabhar, dá mbeadh ceann ar bith fanta."
data/idlak/audio/cll_z0001_957.wav,Itheann an bolb go dtí go mbíonn a bholg lán.
data/idlak/audio/cll_z0001_958.wav,"Níl ach an t-aon teach cónaithe amháin ina dhiaidh sin, teach feilme i gCill Uachdrach."
data/idlak/audio/cll_z0001_959.wav,"Comhéadan é an tAonad idir dhá shaol, pé saol iad."
data/idlak/audio/cll_z0001_960.wav,Ar éigin atá a clár éadain fuaraithe.
data/idlak/audio/cll_z0001_961.wav,tá bua iontach scríbhneoireachta ag an údar
data/idlak/audio/cll_z0001_962.wav,Aghaidh shollúnta Adams ag labhairt amhail is a bhí an óráid cois uaigh uí Dhonnabháin Rossa á tabhairt aige.
data/idlak/audio/cll_z0001_963.wav,"Díreach ansin, shiúil bean amach as an teach."
data/idlak/audio/cll_z0001_964.wav,ní hionadh gur ghabh sé ar mhionmharc an Chaesair.
data/idlak/audio/cll_z0001_965.wav,"Ach ní fada eile a leanfaidh mé leis an drochnós, is baolach."
data/idlak/audio/cll_z0001_966.wav,Caint olabhéalach go maith a bhí ar siúl go dtí seo.
data/idlak/audio/cll_z0001_967.wav,"Leoga, tá dhá Eoraip ann go fóill, ach anois tá ainmneacha nua orthu: an lár agus an forimeall."
data/idlak/audio/cll_z0001_968.wav,tá líon na ngrád A B C san Ardteist tite cúig ponc a cúig faoin gcéad.
data/idlak/audio/cll_z0001_970.wav,"tá plean difriúil, níos daonlathaí ag Lula."
data/idlak/audio/cll_z0001_973.wav,Labhair sé fosta faoi mhíréir idir foinsí tagartha eile.
data/idlak/audio/cll_z0001_977.wav,Ba é an sáirsint earcaíochta ab fhearr a bhí ag an I R A riamh é
data/idlak/audio/cll_z0001_980.wav,bhí a fhios agam nach fiú dom teacht díreach
data/idlak/audio/cll_z0001_984.wav,b'é spiorad na saoirse ar a dhá chois é.
data/idlak/audio/cll_z0001_985.wav,D'éag sé Bealtaine dhá mhíle
data/idlak/audio/cll_z0001_986.wav,I ndiaidh ceithre mhí aistríodh é go Príosún Dhoire.
data/idlak/audio/cll_z0001_987.wav,tá scríofa aige i dtaobh na hEorpa in Raon mo shiúil míle naoi gcéad is seachtó a dó
data/idlak/audio/cll_z0001_989.wav,Fág an meascán sa chuisneoir ar feadh uair a chloig.
data/idlak/audio/cll_z0001_991.wav,Suaimhneas síoraí dá anam uasal faoi chiúine chlabhastrach na gcrann is na bhfallaí in Abbeydorney.
data/idlak/audio/cll_z0001_992.wav,"""Aithním aghaidh an fhir sin,"" ar mé le mo chompánach, ""nó tá dealramh aige le duine a aithním."""
data/idlak/audio/cll_z0001_993.wav,tá easpa comhordaithe ann agus tá daoine trí chéile.
data/idlak/audio/cll_z0001_994.wav,tá na taibhsí i bhfolach san adamh.
data/idlak/audio/cll_z0001_995.wav,Bláth fiáin ach bláth mar sin féin.
data/idlak/audio/cll_z0001_996.wav,tá mé ag foghlaim Gearmáinise le fiche a cúig bliain.
data/idlak/audio/cll_z0001_997.wav,coláistí oiliúna do mhná sa Nigéir
data/idlak/audio/cll_z0001_998.wav,"Mealláin, chun báis i ndiaidh éirí Amach naoi déag sé déag"
data/idlak/audio/cll_z0002_000.wav,Ach ní hí cailliúint codlata an rud is measa de.
data/idlak/audio/cll_z0002_001.wav,ná ní fheicim fuip Íosa ar thairseach na mbanc.
data/idlak/audio/cll_z0002_003.wav,"Cuid den lucht leanúna ""dea-aimsire"" atá ionamsa."
data/idlak/audio/cll_z0002_004.wav,bhí mo shaol agam ar Facebook.
data/idlak/audio/cll_z0002_006.wav,Dúirt ní Riada gur chóir go mbeadh deireadh leis an mhaolú
data/idlak/audio/cll_z0002_008.wav,Feiceann tú do mhac dóighiúil féin faoi chulaith oráiste.
data/idlak/audio/cll_z0002_009.wav,dá mbeadh mac ag an gcat nach deas mar a bhlífí é
data/idlak/audio/cll_z0002_010.wav,Is díol trua iad an tseanlánúin atá in uillinn a chéile.
data/idlak/audio/cll_z0002_011.wav,Rinne mé píosa ar an raidió sa teanga sin chomh maith.
data/idlak/audio/cll_z0002_012.wav,tá sí i ndiaidh í féin a chaitheamh den chlaí i dtreo an fhéir.
data/idlak/audio/cll_z0002_013.wav,"Ceart go leor, tusa amuigh ansin nach léann filíocht, ní mheánn sé brobh."
data/idlak/audio/cll_z0002_015.wav,"Ach i Washington, thug an tUachtarán Bush ""a thuilleadh cleasaíochta"" ar an gníomh."
data/idlak/audio/cll_z0002_016.wav,shílfeá go mbeadh náire orthu cruicéad a imirt.
data/idlak/audio/cll_z0002_017.wav,Thiontaigh an slacaí ar a shála agus shiúil leis.
data/idlak/audio/cll_z0002_018.wav,tá páirtnéireachtaí go mór i réim.
data/idlak/audio/cll_z0002_019.wav,"Chomh luath is a dhún na scoileanna, tháinig claochlú ar an mbóthar seo 'gainne."
data/idlak/audio/cll_z0002_020.wav,Ar imeall na cathrach tá banc dramhaíl.
data/idlak/audio/cll_z0002_021.wav,Mura foláir linn é ní foláir dúinn plé leis.
data/idlak/audio/cll_z0002_022.wav,"Go dtí go bhfreagraíonn an I R A, cur amú ama a bheadh ann cainteanna nó toghchán comhthionóil a reáchtáil."
data/idlak/audio/cll_z0002_023.wav,Is canúint í seo nár thuig Gearmánach riamh.
data/idlak/audio/cll_z0002_024.wav,Príomhchathair Kerala in iardheisceart na hIndia.
data/idlak/audio/cll_z0002_025.wav,D'oil comhlachtaí nua iad féin agus iad i mbun ceamara.
data/idlak/audio/cll_z0002_026.wav,Gach seans gur bhraith muid imní faoi leith freisin.
data/idlak/audio/cll_z0002_027.wav,I bhfad sula raibh irisí ar nós Hello ann bhí Lola againn.
data/idlak/audio/cll_z0002_028.wav,Cuireann daoine nua úire agus beogacht leis an saol.
data/idlak/audio/cll_z0002_029.wav,ní chloiseann an chéad dá rang naíonáin Béarla ar bith.
data/idlak/audio/cll_z0002_030.wav,Bhog fórsaí Mheiriceá isteach san Afganastáin.
data/idlak/audio/cll_z0002_031.wav,ach léim sí amach is í ag béicíl.
data/idlak/audio/cll_z0002_033.wav,"File grá den scoth é Fritz, im thuairimse."
data/idlak/audio/cll_z0002_034.wav,"Tar éis uair an chloig nó mar sin, radharc ar shéipéil."
data/idlak/audio/cll_z0002_035.wav,Gramadach chomh neamhealaíonta le sciath.
data/idlak/audio/cll_z0002_037.wav,b'é bóthar na ndán a bhí roimhe amach pé ar domhan é
data/idlak/audio/cll_z0002_038.wav,"Faoi láthair, tá cumainn óige acu"
data/idlak/audio/cll_z0002_039.wav,deich nóiméad tar éis a deich iarnóin san oíche amárach.
data/idlak/audio/cll_z0002_043.wav,Is ar éigean go mbeidh seans acu ullmhúchán a dhéanamh don dílleachta seo
data/idlak/audio/cll_z0002_046.wav,bhí sé ag taobhú leis na ríogaithe in aghaidh na Comhchomhairle.
data/idlak/audio/cll_z0002_048.wav,"Duine de na mic ba ea Art óg, file agus scríobhaí"
data/idlak/audio/cll_z0002_050.wav,Meastar gur cumadh é aimsir Phlandáil Uladh.
data/idlak/audio/cll_z0002_051.wav,Coigistíodh an céad is tríocha acra a bhí ag Seán.
data/idlak/audio/cll_z0002_052.wav,"Ach i ndiaidh Chogadh an dá rí rinneadh coigistiú, a leanfadh ar feadh saol Sir Nioclás, ar thalamh na mBrúnach."
data/idlak/audio/cll_z0002_054.wav,I naoi déag daichead a cúig dhaor rialtas na Fraince chun báis é in absentia.
data/idlak/audio/cll_z0002_055.wav,ní bhfuaireas féin pingin rua de bharr mo shaothair as.
data/idlak/audio/cll_z0002_056.wav,Bhuaigh píosa leis duais ag Oireachtas naoi déag seasca
data/idlak/audio/cll_z0002_059.wav,bhí dhá rang de chuid an Chonartha á stiúradh aige i rith an ama.
data/idlak/audio/cll_z0002_060.wav,Bhris fear isteach sa teach agus sháigh Stephen.
data/idlak/audio/cll_z0002_062.wav,Raibh aon duine eile ag tiúineáil isteach?
data/idlak/audio/cll_z0002_063.wav,Beidh an cheist sin á plé ag Meon Eile amárach
data/idlak/audio/cll_z0002_064.wav,Lorgaím uair an chloig breise ó rúnaí Hot Press.
data/idlak/audio/cll_z0002_065.wav,I gceann de bhiostrónna nua Bhaile átha Cliath a bhíomar le déanaí
data/idlak/audio/cll_z0002_066.wav,tástálann siad pé rud a thástálann tástálacha an I.Q.
data/idlak/audio/cll_z0002_067.wav,Is cuimhin liom an chéad rang Gaeilge a bhí agam ar meánscoil.
data/idlak/audio/cll_z0002_068.wav,ní bhíonn leisce orthu iad féin a chur i láthair go croíúil.
data/idlak/audio/cll_z0002_069.wav,'Trácht comheagraithe' ar iomlán an chreidimh Chaitlicigh atá ann.
data/idlak/audio/cll_z0002_070.wav,Bean as Perpignan san iardheisceart a dúirt é sin liom.
data/idlak/audio/cll_z0002_071.wav,"tá cúis ann go dtugtar ""peil Ghaelach"" ar an chluiche."
data/idlak/audio/cll_z0002_072.wav,Ba mhaith gur bhuail an tAire leis le linn dó bheith ó thuaidh.
data/idlak/audio/cll_z0002_073.wav,Ach mar a dúirt an nath: ní bheidh le feiceáil.
data/idlak/audio/cll_z0002_074.wav,Chuireadh sé an dubhghall ina ghealghael ort dá mbeadh céir i do chluasa.
data/idlak/audio/cll_z0002_075.wav,Thuig sé gur trí oideachas a leigheasfaí
data/idlak/audio/cll_z0002_077.wav,"Mar sin féin, rithfeadh sé leat nár dúirt"
data/idlak/audio/cll_z0002_078.wav,dá mhéad stuif atá againn is ea is fearr.
data/idlak/audio/cll_z0002_079.wav,Oiread agus uair an chloig de rang Gaeilge ar scoil
data/idlak/audio/cll_z0002_080.wav,An tuar nár tháinig faoin tairngreacht.
data/idlak/audio/cll_z0002_081.wav,Sin é an difear mór idir buamaí Bheograid agus buamaí Bhagdaid.
data/idlak/audio/cll_z0002_082.wav,"Ach pé ní eile ina thaobh, níorbh aon Phaidí Plaisteach é Pádraig."
data/idlak/audio/cll_z0002_083.wav,"ní madra é, fiú – is fear beag atá ann faoi chulaith gadhair"
data/idlak/audio/cll_z0002_084.wav,tá sé deacair é a sheachaint lena fholt fionn.
data/idlak/audio/cll_z0002_085.wav,"ídítear boinn na ngluaisteán leis na taiscí beag a iompar ó rang go rang, ó fhaiche go faiche."
data/idlak/audio/cll_z0002_086.wav,Ach ní bheadh Lennon nó McCartney ann gan an chuid stuama den fhoireann.
data/idlak/audio/cll_z0002_087.wav,Is féidir é a dhéanamh anseo le húdarás nua neamhspleách.
data/idlak/audio/cll_z0002_092.wav,Dhiúltaigh The Daily Telegraph é a fhoilsiú cé gur íoc siad pingin mhaith le cearta eisiacha an scéil a cheannach.
data/idlak/audio/cll_z0002_093.wav,Níor thuig mé d'fhocal uaidh ach Irlandesi.
data/idlak/audio/cll_z0002_094.wav,Táimse ar aon intinn le Philip Bramley.
data/idlak/audio/cll_z0002_095.wav,Chaill Fianna Fáil pé creideamh a bhí acu daichead bliain ó shin
data/idlak/audio/cll_z0002_096.wav,Trasna uaim i sraith úd an halla bhí leaid nár mhór é m'aithne air.
data/idlak/audio/cll_z0002_099.wav,Ba ghairid gur déanadh dearmad air mar Sholzenitzin.
data/idlak/audio/cll_z0002_100.wav,tá clamháin le feiceáil gach aon áit de bharr na dea-aimsire.
data/idlak/audio/cll_z0002_101.wav,"Bhraith sé a chuid fola ag coipeadh, arraing trína dhroim."
data/idlak/audio/cll_z0002_102.wav,bhí múineadh ag baint le cruicéad agus dea-aimsir agus dea-bhia.
data/idlak/audio/cll_z0002_103.wav,Taispeánann an t-údar arís agus arís eile sa leabhar seo nárbh aon amadán é Emmet.
data/idlak/audio/cll_z0002_104.wav,bhí an t-am ann go bhféadfadh eagraíocht plean nó scéim a bheith acu.
data/idlak/audio/cll_z0002_106.wav,In Namia athscrítear an stair fad is atá an ghaoth laistiar di.
data/idlak/audio/cll_z0002_107.wav,Sa phlé cuireadh ceist ar Joyce Carol Oates i dtaobh nua-úrscéil ina bhfuil bean ceaptha ina huachtarán ollscoile.
data/idlak/audio/cll_z0002_108.wav,"Mura mbeadh trácht orthu, ar ndóigh, níorbh ann dóibh."
data/idlak/audio/cll_z0002_109.wav,Tháinig sé seo aniar aduaidh orainn agus b'iontach an rud é
data/idlak/audio/cll_z0002_110.wav,"Ciseán biolair agus seamróga, a Mhám."
data/idlak/audio/cll_z0002_111.wav,Sheol Sinn Féin a gclár teanga i mBaile átha Cliath inné
data/idlak/audio/cll_z0002_112.wav,bhí sé anseo cheana ar a shlí ann nó as an Afganastáin.
data/idlak/audio/cll_z0002_113.wav,"bhí an téama ""Ó Aidhm go Feidhm"" faoi chaibidil ag na heagrais Ghaeilge ag an chruinniú"
data/idlak/audio/cll_z0002_115.wav,Dramhaíl na hoíche aréir ina sprémhóin fan an bhealaigh.
data/idlak/audio/cll_z0002_116.wav,cá háit sa mhuine a bhfuil do nead
data/idlak/audio/cll_z0002_117.wav,"Roghnaítear na daoine mí-ádhmharacha seo go randamach, geall leis."
data/idlak/audio/cll_z0002_119.wav,Duine ar bith a ghabh trí chéasadh ní bhaineann sé leis an saol seo níos mó
data/idlak/audio/cll_z0002_120.wav,"I gceantracha móra, is é an I R A a bhí ag rialú"
data/idlak/audio/cll_z0002_122.wav,Beidh an Bealach Thiar Thuaidh oscailte do shoithí sár i bhfad.
data/idlak/audio/cll_z0002_123.wav,Ghabh mé buíochas leis agus chuidigh sé liom an trealamh a chur sa charr.
data/idlak/audio/cll_z0002_124.wav,thóg Easpag Salzburg sa bhliain seacht déag tríocha a sé
data/idlak/audio/cll_z0002_126.wav,"bhí buicéad stáin lán de bhric locha, cuid acu dhá phunt go maith."
data/idlak/audio/cll_z0002_127.wav,"Dúirt eagarthóir an nuachtáin, Seán Tadhg Ó Gairbhí, go raibh an suíomh nua beagnach ullamh."
data/idlak/audio/cll_z0002_128.wav,Ceann de mhórtheaghlaigh na cathrach iad ó aimsir na Normannach.
data/idlak/audio/cll_z0002_129.wav,Luadh ann a mhac Richard Johnston agus máthair an mhic sin.
data/idlak/audio/cll_z0002_131.wav,"Ar scoil Piers Rua Butler, Cill Chainnigh, a d'fhreastail sé"
data/idlak/audio/cll_z0002_132.wav,tá liosta a shaothair ag Ó Conchúir.
data/idlak/audio/cll_z0002_133.wav,bhí sé ar cuairt i Ráth Maoláin nuair ba dhóbair go ngabhfaí é
data/idlak/audio/cll_z0002_134.wav,D'fhill sé ar Bhaile átha Cliath um Shamhain naoi déag daichead a seacht
data/idlak/audio/cll_z0002_136.wav,"Ba é an duine ba shine é den ochtar leanaí a bhí ag Ned Kelly, siúinéir, agus Johanna Cashman."
data/idlak/audio/cll_z0002_138.wav,"bhí sé ar scoil ag na Bráithre Críostaí i nDún Garbhán, é in aon rang le Nioclás Breatnach."
data/idlak/audio/cll_z0002_141.wav,Scaipeadh a luaithreach ar uaigh Mhichíl uí Choileáin i nGlas Naíon.
data/idlak/audio/cll_z0002_142.wav,Ba í Máire Sheáin Ruaidh ní Ghallchóir ó Chaiseal na gCorr a bhanchéile.
data/idlak/audio/cll_z0002_143.wav,Bhronn a chara Georges Roualt pictiúr dá dhéantús féin air.
data/idlak/audio/cll_z0002_145.wav,"ní amháin sin, ach ní thaitníonn an fhoirm tháite de bhriathra leis"
data/idlak/audio/cll_z0002_146.wav,Lar Corbett ar ais ar phainéal iomána Thiobraid árann
